Time(s),EAR,MAR,PUC,MOE,Vertical Tilt,Horizontal Tilt
1.717,0.19333028162640165,0.14930678136185832,0.5069235314958457,0.7722886456576114,-0.0453901756554842,-0.00945395976305008
1.733,0.18997950979935518,0.15370528390536164,0.5065597500284698,0.809062430299435,-0.045646799728274345,-0.009084794670343399
1.75,0.19171308441458573,0.15582218674144668,0.5101438951826371,0.8127884813770779,-0.043964631855487823,-0.009242095053195953
1.767,0.19317939820553928,0.15424135851386492,0.5164588016330943,0.7984358577913934,-0.04485001228749752,-0.009271662682294846
1.783,0.19838056765133272,0.15656051114448455,0.5134609677619386,0.7891927772867867,-0.04537253640592098,-0.009643062949180603
1.8,0.19955129678742534,0.15893896632457702,0.510152818413353,0.7964817512255451,-0.044954050332307816,-0.009662691503763199
1.817,0.19329213625141684,0.15831268388324085,0.510847656757742,0.8190332361856776,-0.04417790472507477,-0.010314736515283585
1.833,0.18374792264785195,0.16486139595403293,0.5036499828972975,0.897215019241254,-0.04304982349276543,-0.009947117418050766
1.85,0.1854153194597869,0.16229355498959808,0.5098509463221497,0.8752974428566379,-0.043949661776423454,-0.010738205164670944
1.867,0.17017725226449493,0.16646249483472275,0.4975271955679246,0.9781712456844786,-0.043714286759495735,-0.01026996597647667
1.883,0.1744083848689627,0.16215398553536287,0.500072796021512,0.9297373268905227,-0.043267957866191864,-0.010072078555822372
1.9,0.16058486017069418,0.1718113784630255,0.4829997046874591,1.0699101912870121,-0.043493419885635376,-0.010405201464891434
1.917,0.17428500784205947,0.15773444497450548,0.491505033348779,0.9050373691203982,-0.043622199445962906,-0.010983556509017944
1.933,0.1705631809248823,0.17375773569931457,0.4812208794040941,1.0187294512045904,-0.04279649443924427,-0.01086331158876419
1.95,0.17664041519124907,0.17241803366345088,0.4844254001277952,0.9760961752539666,-0.042540427297353745,-0.010654911398887634
1.967,0.18300150441070312,0.16679505073002956,0.49710921865576724,0.9114408718504191,-0.042437104508280754,-0.011509235948324203
1.983,0.1874675749020953,0.1694060796938697,0.49820991789593105,0.9036553643068237,-0.0426616407930851,-0.011399175971746445
2.0,0.19254195997159573,0.16755377514124878,0.5036715805230276,0.8702195363855584,-0.04416181147098541,-0.010998625308275223
2.017,0.18824989831128733,0.16723309363934302,0.49833497945745586,0.8883568869865139,-0.04421952739357948,-0.011393263936042786
2.033,0.18094315663706323,0.17131485076874575,0.4970743652410725,0.9467882287052725,-0.045450279489159584,-0.010973494499921799
2.05,0.1754627071211197,0.1741698415575128,0.49647344438758145,0.9926316789201569,-0.045315299183130264,-0.01135144755244255
2.067,0.19176085749686805,0.1675650763943556,0.5089311177223389,0.8738231492164263,-0.04429372027516365,-0.011563502252101898
2.083,0.18596654301598212,0.17421230613992436,0.5117888355334623,0.936793808792544,-0.046432631090283394,-0.011123087257146835
2.1,0.18812416846272415,0.17085706022332406,0.5133113967534321,0.908214301328213,-0.04530676454305649,-0.011231105774641037
2.117,0.20557052111471805,0.16595627840124982,0.5135554979151435,0.8072960923645195,-0.04816843569278717,-0.011497940868139267
2.133,0.2076948348172084,0.17720020283720792,0.5243993000868865,0.8531757806743787,-0.04761289991438389,-0.01172979548573494
2.15,0.20173090249679354,0.17061713647551355,0.5090559268379033,0.8457659900580946,-0.0484567079693079,-0.011052459478378296
2.167,0.19938835147972844,0.17646924515208182,0.514317609453407,0.8850529323425557,-0.04724930040538311,-0.011683274060487747
2.183,0.20712562747372498,0.17072322677351834,0.5162844832122498,0.8242496539699102,-0.04975583031773567,-0.010272450745105743
2.2,0.20552666800060204,0.17136435542603795,0.5200302150591269,0.8337816065092633,-0.0477118045091629,-0.011116813868284225
2.217,0.2123066524873044,0.1653670062081027,0.5189126136772325,0.7789063803264074,-0.0495159775018692,-0.010755825787782669
2.233,0.2025946245682266,0.17374862779953595,0.5103255935456754,0.8576171661505444,-0.05002529360353947,-0.010910097509622574
2.25,0.2030269911437069,0.17305058887533922,0.5153257569344558,0.8523526251386461,-0.04943395219743252,-0.011321008205413818
2.267,0.19452304844203888,0.17305948714456715,0.4992123441573424,0.8896605750867248,-0.05084374360740185,-0.011188562959432602
2.283,0.19717087539211403,0.17191253731492973,0.5024931979787333,0.8718962015715911,-0.05053459480404854,-0.011786401271820068
2.3,0.19609813596495787,0.16665134863184902,0.4908242750649503,0.8498364750475196,-0.050390126183629036,-0.010458465665578842
2.317,0.19676038592214784,0.1691812472662261,0.49126233442335465,0.8598338861419291,-0.05081978812813759,-0.01087929680943489
2.333,0.19302755093510995,0.1687381879249873,0.49972296029037044,0.8741663410613959,-0.0517460647970438,-0.011051248759031296
2.35,0.19597049707566583,0.1688873782863702,0.5025012032701868,0.8618000199344363,-0.05138319358229637,-0.01142818108201027
2.367,0.19543006815566538,0.1601467508519954,0.501141486865837,0.8194580924181746,-0.053690191358327866,-0.010884184390306473
2.383,0.1988613929201707,0.1636499289258631,0.5049766974169348,0.8229346406698329,-0.05353465490043163,-0.011275377124547958
2.4,0.19446032852404352,0.17270145363453354,0.49383772180706975,0.8881063553956731,-0.053852297365665436,-0.011607222259044647
2.417,0.19311766812978534,0.1788270917952005,0.4911911875442194,0.9260006788970712,-0.053579842671751976,-0.011761214584112167
2.433,0.19549598864166365,0.16787587671019807,0.50251367818155,0.8587177561883782,-0.05704336799681187,-0.011075899004936218
2.45,0.19610865142339373,0.16886160937515415,0.49915595841477634,0.8610614990696465,-0.05674607679247856,-0.010993756353855133
2.467,0.19402691221890905,0.17002050186333595,0.4976273244151404,0.8762727805074376,-0.05755001679062843,-0.012345902621746063
2.483,0.19822840735883662,0.17329723771560052,0.5057077628854265,0.8742300865177953,-0.057625336572527885,-0.012501254677772522
2.5,0.1988506795393484,0.17122830287634302,0.5061594186988277,0.8610898553276531,-0.05787996016442776,-0.012530304491519928
2.517,0.18855240916683957,0.17150855790187405,0.5006495960511197,0.909606823162443,-0.05807259492576122,-0.012754365801811218
2.533,0.19638029714602753,0.175031981685289,0.5052220911870502,0.8912909504110587,-0.057062285020947456,-0.012398656457662582
2.55,0.18895276999484026,0.1779172642064092,0.5034989744658269,0.9415964857846094,-0.06170460022985935,-0.012013278901576996
2.567,0.20038845673698427,0.17352436079341904,0.5070905876595093,0.8659399030213345,-0.06161892041563988,-0.011216312646865845
2.583,0.18624157233010685,0.18155497981960667,0.5084398258710913,0.9748359485378841,-0.06208488345146179,-0.012150540947914124
2.6,0.20381873046183674,0.1821006765802361,0.5150138549564112,0.8934442686774209,-0.06183670461177826,-0.011550717055797577
2.617,0.1873244263150116,0.18565994414993114,0.5041948027610192,0.9911144414114933,-0.06263898313045502,-0.012242529541254044
2.633,0.17499558594168002,0.17807570153900673,0.4960163228851169,1.017601104512163,-0.06571977213025093,-0.010591458529233932
2.65,0.1726580837491561,0.18026280293490574,0.4948307603942588,1.0440449645948697,-0.06470577977597713,-0.010699514299631119
2.667,0.17458072039402425,0.18475911227920347,0.5066026360236919,1.05830192395934,-0.06411575898528099,-0.010845568031072617
2.683,0.17267772586670277,0.18059482143552882,0.49842888935078616,1.0458489682388892,-0.06500360928475857,-0.010833974927663803
2.7,0.1824779842554959,0.1849749638882555,0.5139050255198734,1.0136837309056606,-0.0662107840180397,-0.010435536503791809
2.717,0.1860835462180505,0.17617345795993658,0.510042385111056,0.94674387682562,-0.06560718640685081,-0.01075952872633934
2.733,0.18871605633307084,0.18098331332280965,0.5141969677322826,0.9590244563153999,-0.06577123701572418,-0.009962648153305054
2.75,0.18534496131772055,0.18424446060231242,0.5071927077214663,0.9940624190289067,-0.06492140702903271,-0.010632611811161041
2.767,0.18985563871372677,0.1921969813227672,0.5135035643087078,1.0123322258159044,-0.06610748916864395,-0.010492097586393356
2.783,0.19173590038163446,0.19092426478941915,0.5148764553461588,0.9957669085935403,-0.06577086076140404,-0.009895645081996918
2.8,0.1968601536561387,0.1931553508709884,0.5132249811115961,0.9811805349313015,-0.06572320312261581,-0.00963488221168518
2.817,0.19595085357460906,0.19021032109216185,0.5147655246099074,0.9707042231369435,-0.0662490464746952,-0.009064141660928726
2.833,0.19595886787125788,0.19460403967267612,0.5123136608372496,0.9930861603085406,-0.06554627791047096,-0.008746370673179626
2.85,0.19223803255380362,0.19352777617918682,0.5062329268044929,1.0067090970930648,-0.06494295224547386,-0.008725635707378387
2.867,0.19517500967922174,0.20012799057164654,0.5166861889334095,1.0253771264085767,-0.06696996465325356,-0.009662490338087082
2.883,0.1949602713717952,0.19578193348002268,0.5168321967780174,1.0042145104869111,-0.06673547253012657,-0.010251648724079132
2.9,0.19534683781392312,0.19587800187439416,0.5176074536720259,1.002719081948882,-0.06701144576072693,-0.010164987295866013
2.917,0.1920470461585485,0.1927888855488213,0.5079003222993913,1.0038628003143582,-0.06569259613752365,-0.009417857974767685
2.933,0.19078373284193795,0.19310882473192592,0.5064839883366143,1.0121870552344958,-0.0657675489783287,-0.009030953049659729
2.95,0.20023973950444218,0.1956507672549579,0.5152599815557661,0.977082609771461,-0.06650518998503685,-0.008189544081687927
2.967,0.20064435998523117,0.19679532377364842,0.5154069716945169,0.9808166239416545,-0.06556041911244392,-0.008379720151424408
2.983,0.19575602359989344,0.19607835809918944,0.513295782591673,1.0016466134393638,-0.0644501019269228,-0.009492922574281693
3.0,0.1911219827431234,0.19492102885617157,0.5130502989635644,1.019877598895331,-0.06583550572395325,-0.009268458932638168
3.017,0.19575069216138635,0.21098490251161073,0.5107480469927796,1.077824554191944,-0.06451389752328396,-0.009671252220869064
3.033,0.19953547631857751,0.20335748512654014,0.5147266361685574,1.0191545327100653,-0.0656239464879036,-0.009781204164028168
3.05,0.19835186331057883,0.1988185547673576,0.5146181512851353,1.0023528463458296,-0.06548811122775078,-0.009551487863063812
3.067,0.19447070803135424,0.2027194108717894,0.5138361459990852,1.0424161711752766,-0.06488402560353279,-0.010307475924491882
3.083,0.1939343245219586,0.20469742650855755,0.5136100245978121,1.0554986953089898,-0.06462798453867435,-0.010087452828884125
3.1,0.19580149786197576,0.20453700848245307,0.5141623199607899,1.0446141153967838,-0.06326955184340477,-0.009743470698595047
3.117,0.19818046620544527,0.2013926776279306,0.5151028442132264,1.0162085168331139,-0.06283437460660934,-0.009706191718578339
3.133,0.20229122333337446,0.21698358238202103,0.5172452794502844,1.072629740463004,-0.06564080342650414,-0.008989974856376648
3.15,0.20528909174994656,0.21543013754504928,0.5169902209999069,1.0493988536295689,-0.06564788147807121,-0.009569033980369568
3.167,0.20538391422540667,0.20546127619067772,0.5213502993497899,1.000376670030673,-0.06425056606531143,-0.010061658918857574
3.183,0.2055478391735853,0.20575860648403344,0.5217721340550121,1.0010253929756476,-0.0636658389121294,-0.01011313870549202
3.2,0.20455264430957334,0.21774366316466662,0.5210907717629591,1.0644871587928717,-0.0636134147644043,-0.0095834881067276
3.217,0.20310820639690985,0.21508496336188962,0.5188100479667532,1.058967371025743,-0.06401563622057438,-0.009376142174005508
3.233,0.2036501671194172,0.21619954107827688,0.5184094012108489,1.0616222129172177,-0.06347300857305527,-0.0103694386780262
3.25,0.19900872274076503,0.21801796099609946,0.5153458501839011,1.0955196234292528,-0.06274408474564552,-0.01009320467710495
3.267,0.18533548776650546,0.2185026250101087,0.5003195478874338,1.1789572933025583,-0.06253348849713802,-0.010307218879461288
3.283,0.19017685533208908,0.22174642696434782,0.5019840290767394,1.1660011234128969,-0.06342711299657822,-0.010086074471473694
3.3,0.1918531600329873,0.21742077393643275,0.5020725143636352,1.1332665768916672,-0.06394057907164097,-0.010111778974533081
3.317,0.18444359215783304,0.22447417840904793,0.5015547447967932,1.2170343018312053,-0.06298235803842545,-0.010400012135505676
3.333,0.18294917156398746,0.22159474400824852,0.5023107588149789,1.2112366626964723,-0.06254464946687222,-0.010091103613376617
3.35,0.18892701512865126,0.22003529466836538,0.5038652529939514,1.1646576563893243,-0.06144089065492153,-0.010264858603477478
3.367,0.18633533883063497,0.21743878479628478,0.5017374050475849,1.166921884817139,-0.06275113858282566,-0.009931374341249466
3.383,0.17768688030248805,0.21844467505576892,0.4967819982608951,1.2293798770280406,-0.06349650770425797,-0.010286781936883926
3.4,0.17966023350379123,0.21842123867343138,0.496392348530439,1.2157461582550053,-0.06222018972039223,-0.010350685566663742
3.417,0.19522967799841284,0.2262883625986882,0.5103788849726036,1.1590879261734368,-0.060671428218483925,-0.01038854569196701
3.433,0.1915696747466445,0.22750781507525383,0.5021286632752967,1.1875982739759745,-0.061103060841560364,-0.010122880339622498
3.45,0.1892171352684331,0.22946977946434255,0.5030554977011124,1.21273255267714,-0.06243673898279667,-0.010052219033241272
3.467,0.18168739944258705,0.22730146551218255,0.5021282256249211,1.2510579501359944,-0.0617595836520195,-0.010579802095890045
3.483,0.18593646865549956,0.22179501645690736,0.5049655413560028,1.192853763765117,-0.06205194629728794,-0.01063523069024086
3.5,0.17395701455893317,0.22808958781266972,0.4980721384170083,1.3111836184990258,-0.06081019341945648,-0.010194744914770126
3.517,0.1791021378301198,0.2280562132492973,0.5018589891699347,1.2733304918203208,-0.06210619956254959,-0.010218251496553421
3.533,0.1747646190942501,0.23035042709547784,0.504646902123506,1.3180609913454535,-0.06126082129776478,-0.010591764003038406
3.55,0.1783632529417593,0.2315414643577182,0.5105237282954788,1.2981455571082408,-0.06305444240570068,-0.010729998350143433
3.567,0.17584066214860877,0.23494749706649715,0.5001964282770619,1.3361386052330446,-0.06011786498129368,-0.012202475219964981
3.583,0.1821995089943212,0.23166780117075664,0.4998642424248009,1.2715061772091674,-0.061226021498441696,-0.012192010879516602
3.6,0.18465918369842427,0.23158891225326417,0.4968190288752712,1.2541424023160586,-0.06039164029061794,-0.012016355991363525
3.617,0.18482146544057793,0.2381605019514738,0.49790388009510356,1.2885976278986109,-0.060913048684597015,-0.012525934725999832
3.633,0.1787799502988109,0.23020803349718585,0.490465494553304,1.2876613575091536,-0.06098790280520916,-0.01218666136264801
3.65,0.182810258163737,0.23169046677780109,0.4977512558510684,1.2673821978320479,-0.061258209869265556,-0.01235823705792427
3.667,0.17904062983388186,0.2387642951090766,0.4940379116305803,1.3335760454518495,-0.06167277880012989,-0.012540485709905624
3.683,0.18093748962088,0.24042738308103617,0.4968900600409558,1.3287869948058078,-0.06255839951336384,-0.012418784201145172
3.7,0.17945533752306841,0.23568029479040942,0.4925783246364382,1.313308915986483,-0.06259835325181484,-0.012387968599796295
3.717,0.1801111989284318,0.23906652278897852,0.48988553447727823,1.3273273633805134,-0.06110784038901329,-0.012470263987779617
3.733,0.18167982253554582,0.23903452674746237,0.49682416427103515,1.3156911065382346,-0.060809873044490814,-0.01252014935016632
3.75,0.1771722431502556,0.24101935465442645,0.48974547340041386,1.3603674614540135,-0.06212649121880531,-0.012922830879688263
3.767,0.17621716581088848,0.24196437815948538,0.4903165619347343,1.3731033355692206,-0.060912711545825005,-0.012546300888061523
3.783,0.1696685258555449,0.24346589886843542,0.489389829190304,1.434950281089383,-0.061692534014582634,-0.013297561556100845
3.8,0.17473497364951554,0.24325504878778245,0.4903354005620354,1.3921371532393103,-0.06076922453939915,-0.013631213456392288
3.817,0.1671989995643479,0.240327779181658,0.48833674353210954,1.4373757008585804,-0.06061553955078125,-0.013844005763530731
3.833,0.16596553362253882,0.23860988787990212,0.48088309649662286,1.437707472580306,-0.06092926859855652,-0.013701282441616058
3.85,0.16651235998474065,0.2395358057776766,0.48134435063900616,1.4385466988734523,-0.06057576835155487,-0.013986561447381973
3.867,0.1535090157702097,0.24700038299969176,0.4719096115696425,1.6090285105431912,-0.06069104000926018,-0.01373092457652092
3.883,0.16095695254964132,0.24644894543589665,0.47928220011717293,1.5311481829894142,-0.0606277771294117,-0.01380675658583641
3.9,0.153728182759307,0.24075774673091926,0.4808868244658855,1.5661262782756946,-0.05984563194215298,-0.013990581035614014
3.917,0.15264532762781113,0.24459006357419877,0.4795965386525657,1.6023422883311091,-0.06138118356466293,-0.013466808944940567
3.933,0.15745292155536,0.2479169740526979,0.48188361680165703,1.5745466746739978,-0.06122619844973087,-0.014038346707820892
3.95,0.1638625077568565,0.24775406275353062,0.48912411062889205,1.5119630850588142,-0.06175127997994423,-0.013913419097661972
3.967,0.16690022644929697,0.24415900141415225,0.4919048889559803,1.4629039553060517,-0.06147001311182976,-0.014888778328895569
3.983,0.16641834102262512,0.24265997729205702,0.49084523149821213,1.4581324137768361,-0.06135949864983559,-0.014896754175424576
4.0,0.159479480891119,0.24831759274667836,0.4879748369708836,1.5570504202745152,-0.060774579644203186,-0.014728028327226639
4.017,0.15737331153686435,0.2477708510792419,0.48716817351300123,1.5744146746330754,-0.06040309555828571,-0.015014339238405228
4.033,0.15212503492840265,0.24424060247885837,0.4772793802947847,1.6055253666420504,-0.06173444353044033,-0.0143529511988163
4.05,0.15521198315575374,0.24675443842405054,0.478833609267114,1.5897898693584427,-0.06141004152595997,-0.014044422656297684
4.067,0.16315103725801436,0.2437568768773017,0.4816178409384899,1.4940565562682488,-0.060196902602910995,-0.01465287059545517
4.083,0.16309910096158495,0.24222998618209735,0.48322171421228216,1.4851705788320086,-0.05983998626470566,-0.01479492336511612
4.1,0.15785611266449034,0.24443046627552825,0.47824828111063844,1.54843839842328,-0.060206443071365356,-0.014603901654481888
4.117,0.15433187269390042,0.2406666141513596,0.48735409362179277,1.5594096666519057,-0.06264062784612179,-0.015023741871118546
4.133,0.15813336062726557,0.24022915998289396,0.48173895343348294,1.5191554712426274,-0.06191811338067055,-0.014929674565792084
4.15,0.1557097244000039,0.24480350508874021,0.4773869139221998,1.5721786550714238,-0.0613825935870409,-0.014739405363798141
4.167,0.16070777551946439,0.24701290956645205,0.48419092732545477,1.5370314769650624,-0.061121368780732155,-0.014619845896959305
4.183,0.16440046553472945,0.24595374357980887,0.48601543724118035,1.4960647634410218,-0.062113337218761444,-0.014825452119112015
4.2,0.16268216300908506,0.2458107343612081,0.48798265018643205,1.510987620366719,-0.06165139749646187,-0.015006829053163528
4.217,0.16893418522500736,0.24269662389793817,0.49339379587083054,1.4366341754612004,-0.06158989481627941,-0.014969084411859512
4.233,0.15829890747128583,0.24128055027486295,0.4882784920792321,1.5242085629594717,-0.06186048500239849,-0.01470361277461052
4.25,0.16695768578239614,0.24227908028607598,0.49173153694653554,1.4511406237497193,-0.06141771748661995,-0.014463145285844803
4.267,0.1697159425798616,0.24383296766314194,0.4898035325908317,1.4367122142836037,-0.06165345571935177,-0.015020463615655899
4.283,0.17017099833741206,0.24598389014409205,0.4921344786076446,1.4455100607470113,-0.06145154871046543,-0.014920674264431
4.3,0.16275903708342426,0.24676025402272,0.49506042382476384,1.516107851487471,-0.061644211411476135,-0.015588134527206421
4.317,0.1638959699064787,0.24639551296500883,0.49334184275095005,1.5033652938849291,-0.06202692538499832,-0.015346594154834747
4.333,0.2005692206894993,0.24782517953281297,0.5142401246086852,1.2356092259862268,-0.06071588397026062,-0.014610398560762405
4.35,0.20256889319537943,0.24982453054739256,0.5165256264609137,1.233281806533023,-0.06061236187815666,-0.015048786997795105
4.367,0.21367244502012847,0.251464119801643,0.5278068524309607,1.1768673297015648,-0.06125723384320736,-0.015159592032432556
4.383,0.21289072061474268,0.2437833793997844,0.5294315731953956,1.1451104054504402,-0.061958782374858856,-0.015396542847156525
4.4,0.2211585956390265,0.25093079555908826,0.5268317935829326,1.1346192303041014,-0.06085100956261158,-0.014134857803583145
4.417,0.22707297623573242,0.25199839408249225,0.531877009250832,1.109768314398116,-0.06076023727655411,-0.014485891908407211
4.433,0.23712441973665244,0.2559067498156689,0.5373861513996236,1.07920875504883,-0.061696093529462814,-0.014661069959402084
4.45,0.23221382620067355,0.2559531361795244,0.5366920681845723,1.1022303898405081,-0.06239951588213444,-0.014455452561378479
4.467,0.23446842966040632,0.2551160333118295,0.5419345314432219,1.088061338071519,-0.06083360128104687,-0.015026263892650604
4.483,0.2313426687800923,0.2542054735398292,0.5386791109341416,1.0988265799832613,-0.060566969215869904,-0.014782629907131195
4.5,0.23446103361898776,0.25153296216169735,0.5423666885731331,1.0728135003040737,-0.060517581179738045,-0.014955360442399979
4.517,0.23355268951850094,0.25374597086003414,0.5419511742483615,1.086461352182089,-0.06084598787128925,-0.014749541878700256
4.533,0.23800776535341375,0.25369260096339097,0.5462957660740164,1.0659005204585954,-0.0607917346060276,-0.014925085008144379
4.55,0.24121232722503333,0.25274730016456637,0.5468037473071918,1.0478208268716374,-0.060795294120907784,-0.014439284801483154
4.567,0.23868064389799346,0.2506301441987731,0.5442145872810364,1.0500648067041691,-0.06025252118706703,-0.014514092355966568
4.583,0.23976287696074855,0.24986650212041775,0.5480658507138063,1.0421400730911452,-0.05946388468146324,-0.014903027564287186
4.6,0.24014021442610517,0.2527511812555041,0.5473530956608539,1.0525150144449442,-0.05991055816411972,-0.01499655470252037
4.617,0.23981817137304562,0.2553876024247229,0.5441269306883363,1.0649218154009628,-0.060703640803694725,-0.014366287738084793
4.633,0.23597979469133668,0.26302866161197636,0.5389688900865861,1.1146236564703338,-0.060472775250673294,-0.01435340940952301
4.65,0.24067660729199,0.26493691566937266,0.5402830332780146,1.1008004419305693,-0.06027214042842388,-0.0144425630569458
4.667,0.2447440955362681,0.25800632700697523,0.5461161050004457,1.0541881569875986,-0.05990109033882618,-0.014851391315460205
4.683,0.24071218102227515,0.25619810619312905,0.5475776434752031,1.0643337827985566,-0.059358375146985054,-0.014894120395183563
4.7,0.24492327478012949,0.25542235311011346,0.5567180976477337,1.0428668052858967,-0.059683533385396004,-0.014094725251197815
4.717,0.24694130623399724,0.2561487686126703,0.5577238230687098,1.0372860357754332,-0.06000366061925888,-0.014095544815063477
4.733,0.24126928420605462,0.25794529327119226,0.5508083682407633,1.0691178287365233,-0.05895552225410938,-0.014447741210460663
4.75,0.24417178736441286,0.25318692291565476,0.5553697698456577,1.0369212825468133,-0.05855945311486721,-0.014688830822706223
4.767,0.24739991747856754,0.2621696363187317,0.5525294090582704,1.0596997727028088,-0.0592290461063385,-0.014740552753210068
4.783,0.24628905476394844,0.26129796606866335,0.547009643402859,1.0609402286232328,-0.05981956981122494,-0.01461004838347435
4.8,0.24222287032535428,0.26072297810572176,0.5483949002599395,1.0763763873969379,-0.058984341099858284,-0.014539968222379684
4.817,0.2443780617797246,0.2589570467829562,0.5470285208640048,1.0596575032024467,-0.05955129861831665,-0.014173582196235657
4.833,0.2479295378859008,0.2659308152108768,0.5489460655459586,1.0726064247062823,-0.05950524844229221,-0.014269784092903137
4.85,0.242235236460391,0.26693841734008145,0.5466173824689158,1.1019801298962952,-0.05938704498112202,-0.01447274535894394
4.867,0.24993522617118258,0.26055110684094024,0.5524555081355829,1.042474527630158,-0.05909683182835579,-0.015321459621191025
4.883,0.2454398242404558,0.26330337541306786,0.5487865897378634,1.0727817958144856,-0.05801288038492203,-0.015528880059719086
4.9,0.24713297061882827,0.26053907321375863,0.5479617913780103,1.0542465157982,-0.05794086121022701,-0.015436932444572449
4.917,0.24065559020623123,0.2609971844189422,0.5423596944134585,1.0845257498289531,-0.05773846060037613,-0.014869648963212967
4.933,0.23912956828054002,0.2605241338721123,0.5408491162707344,1.0894685075769166,-0.05816352739930153,-0.014730941504240036
4.95,0.24292405598680655,0.2639179824560431,0.5437447331857501,1.0864217682516248,-0.060129789635539055,-0.014449194073677063
4.967,0.24636759046724252,0.2648096050534269,0.5456201827574627,1.0748556843503994,-0.059820763766765594,-0.014439836144447327
4.983,0.24896381647402627,0.26602341388329037,0.5534913922044297,1.068522396751754,-0.05864560790359974,-0.01449122279882431
5.0,0.2508179801179949,0.2652817740025515,0.5546403069510357,1.0576664953515384,-0.058972835540771484,-0.014346439391374588
5.017,0.2467818427202799,0.2583920664713692,0.5541593111539894,1.0470465072434407,-0.05981576815247536,-0.01406858116388321
5.033,0.24456373943030654,0.26103165642080084,0.5514913380718554,1.0673358897310579,-0.059761034324765205,-0.014603588730096817
5.05,0.24667783966510592,0.2565171461524223,0.5550370681049215,1.0398872736224478,-0.059939151629805565,-0.014823954552412033
5.067,0.24785381196689588,0.2647689179342917,0.5514361613775907,1.0682463014514985,-0.05992729961872101,-0.01475713774561882
5.083,0.24661107370356705,0.26687517302642483,0.5483282320120202,1.0821702732911975,-0.05980612523853779,-0.014562971889972687
5.1,0.25357197486306376,0.26664634580405566,0.5569708956558965,1.0515607884035783,-0.058564186096191406,-0.015252668410539627
5.117,0.24749347462033502,0.26696407969750136,0.5503078868171305,1.0786711856021054,-0.05832696333527565,-0.014971692115068436
5.133,0.24074909097941669,0.263279059918372,0.5437249061695681,1.0935827788478818,-0.05911191552877426,-0.014748804271221161
5.15,0.23960637926464212,0.26776192955980704,0.5422861970165769,1.117507515374069,-0.05857402645051479,-0.014636591076850891
5.167,0.22889188000830418,0.2669782913118447,0.5318156247066745,1.1663947681418787,-0.05874750018119812,-0.014381233602762222
5.183,0.23213410380701205,0.2679273155118727,0.5352619048995728,1.1541919567950165,-0.05903203226625919,-0.014250420033931732
5.2,0.23373677041665109,0.2661946485711975,0.5365616096823707,1.1388650921148955,-0.05940827168524265,-0.013630837202072144
5.217,0.23567030225505084,0.26568392309166927,0.5404899413082892,1.1273542765016553,-0.058913588523864746,-0.013823777437210083
5.233,0.2264455729420444,0.26080510923795175,0.5362368355960418,1.1517341931197798,-0.057613784447312355,-0.013617638498544693
5.25,0.22367076974853636,0.26048970042341213,0.5360203818267009,1.16461216955738,-0.05871357209980488,-0.012903239578008652
5.267,0.2275428570655175,0.2705990880981553,0.540552000981708,1.18922251213643,-0.05934711918234825,-0.014412332326173782
5.283,0.22350934334149758,0.27093140502800034,0.5384021849869269,1.212170377209006,-0.05909306928515434,-0.014752764254808426
5.3,0.22609680177820818,0.2701117117185259,0.5406541221084755,1.1946728551405807,-0.059218842536211014,-0.014558635652065277
5.317,0.23065519903373888,0.2682014293547999,0.5430928231001196,1.1627807674760844,-0.058595987036824226,-0.014192551374435425
5.333,0.22946638879382628,0.2658661206476226,0.5418270220857548,1.1586277277693213,-0.05825931951403618,-0.014014709740877151
5.35,0.2295165470639211,0.2684498126165574,0.5397665156580143,1.1696316280925632,-0.05947166308760643,-0.013858120888471603
5.367,0.22996823714510997,0.2677650713538294,0.5417126876925953,1.1643567593418112,-0.05915210582315922,-0.013825494796037674
5.383,0.23197011016399116,0.26725608344293195,0.5444398675804758,1.1521143101324365,-0.06086212210357189,-0.013958465307950974
5.4,0.23181010416013093,0.26234815450927973,0.5412357903628817,1.1317373565737825,-0.06007903814315796,-0.014719612896442413
5.417,0.22083711698883793,0.2665076930354686,0.5381151987039916,1.2068066123546572,-0.05856202729046345,-0.015311229974031448
5.433,0.2237719519709605,0.26041833644027884,0.5369897291549601,1.1637666568421141,-0.05932668596506119,-0.014213964343070984
5.45,0.2201999610629459,0.26139910580454495,0.5355742648020698,1.1870987830457516,-0.05882042087614536,-0.014387987554073334
5.467,0.21911841470660498,0.2680112008414937,0.5335331115857518,1.2231340811786866,-0.05899070203304291,-0.015111971646547318
5.483,0.21512777981884346,0.26711001753063107,0.5303189213019581,1.2416342406153276,-0.05920613184571266,-0.01522459089756012
5.5,0.2168040798253188,0.2689784568372767,0.5327456746849346,1.2406521918498736,-0.05862634815275669,-0.01482478529214859
5.517,0.21382390996784242,0.2708963750321727,0.5299468008772433,1.2669133918321553,-0.05890323221683502,-0.014945384114980698
5.533,0.2207937659743338,0.2806903883579909,0.534920439668147,1.271278593937384,-0.05919132009148598,-0.01405254751443863
5.55,0.2186908714795821,0.2749494174712428,0.5329864805266458,1.2572514600679765,-0.05756083130836487,-0.014652404934167862
5.567,0.21042534645149288,0.2793714245036627,0.5372149387443312,1.3276510136009838,-0.05986023135483265,-0.013894591480493546
5.583,0.20819475526134312,0.26242689494444554,0.5296196031319708,1.260487540212172,-0.05957227945327759,-0.013812527060508728
